"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
Time,X,Y,AngleX,AngleY
0.0,0.19706998810063198,-0.7291282882645147,0.11424880852432565,0.10517865929576355
0.03383374214172363,0.29983479353471476,-0.6610082225238276,0.1844735872835231,0.15158605989537918
0.06817317008972168,0.4031910364293141,-0.5901048805465196,0.25603819845131015,0.20025407310888407
0.1023259162902832,0.5095875108296044,-0.5234894076308649,0.3311588466708112,0.24643136381119554
0.13682150840759277,0.6164583873095599,-0.4541527345499335,0.4086187161995243,0.29505090892289115
0.17121577262878418,0.7259172447107468,-0.38468043795088214,0.4907977017227999,0.3444980469176767
0.20611572265625,0.8327991320970937,-0.31298635795388186,0.5746316408078604,0.3964662652401616
0.24057483673095703,0.9438695031739152,-0.24646568870575258,0.6669347449662625,0.4457146538700524
0.2741396427154541,1.049191005264444,-0.18072676689619116,0.7611549645092769,0.4955445559223203
0.307753324508667,1.1422398515301477,-0.13711802863010336,0.8520454711502595,0.5293660731919428
0.34262537956237793,1.2256390330934233,-0.10804344079032002,0.942353537720286,0.5522686698240781
0.3776113986968994,1.2993302851933095,-0.07930322229049414,1.0327965129893748,0.5752437379031685
0.6842341423034668,1.2851687125851345,-0.07242073727181542,1.0144869549210638,0.5807967434124051
0.7197637557983398,1.2113129674248735,-0.09635018928558747,0.9260700054040729,0.5615696267818314
0.7535614967346191,1.1300318511003786,-0.11826161647772215,0.8395742930327773,0.54417379482552
0.7874424457550049,1.0437248666790473,-0.1475623450299246,0.7560368093243099,0.5211912947963165
0.8216371536254883,0.9429992642991839,-0.1988749538879826,0.6661868365383407,0.4816573259569627
0.8569953441619873,0.8369377317257894,-0.2675179702760422,0.5779586656031176,0.4299857282954216
0.8912334442138672,0.7301525154652857,-0.33436139279730714,0.4940131687498334,0.3808374991006879
0.9252028465270996,0.62313671044154,-0.40628152111331495,0.4135648841503172,0.32902934310353077
0.9594542980194092,0.5186246924633642,-0.4756410647292371,0.33763893477560974,0.2798845388896736
0.993302583694458,0.41687688398696765,-0.542355721703196,0.26563150983740064,0.2332881613040405
1.0286149978637695,0.31802929708947314,-0.603891009764399,0.1969648450887782,0.19076330887419904
1.0619850158691406,0.22203096947975703,-0.6650198830453262,0.13122794646976618,0.1488502001264015
1.0952239036560059,0.12654662587315235,-0.7281508477227476,0.0663982743526398,0.10584333180257471
1.1295783519744873,0.026858325004622527,-0.79576303789004,-0.0010289651853127276,0.0599963882679875
1.1642637252807617,-0.07040071670676679,-0.8584527222573625,-0.0667941940893667,0.01760368737379551
1.1986019611358643,-0.15376424651206327,-0.9137868461502938,-0.12336930445695105,-0.019800786591018617
1.2329468727111816,-0.24650581182020465,-0.9763948955727714,-0.1868116900611243,-0.06214272011381712
1.2660906314849854,-0.33726444801679073,-1.0367899188885692,-0.2496353027863231,-0.10308276915232635
1.3013217449188232,-0.43075574424045293,-1.1021524398082108,-0.31540978019808646,-0.14759877292246315
1.3361570835113525,-0.4963888295511115,-1.1530859499286217,-0.36244367719653336,-0.18246960140213275
1.3696622848510742,-0.6002476101905942,-1.2144480197908347,-0.4386766966978398,-0.2248333978169111
1.4050490856170654,-0.6878023690374442,-1.2733341615977154,-0.5051224309906059,-0.2658639531067662
1.4389567375183105,-0.7708716012856589,-1.327454904993844,-0.5704536195096024,-0.3039641600370908
1.4748613834381104,-0.8323004448591551,-1.3811738993284057,-0.6206135107858124,-0.34223322342461465
1.5067973136901855,-0.8675035350015075,-1.427104694204668,-0.6501588701233582,-0.3753905130852341
1.5415809154510498,-0.9165722424216866,-1.492339860470252,-0.6925055312583204,-0.4232267601505018
1.5764141082763672,-0.9729172292131718,-1.533737998124301,-0.7430418609542785,-0.4541419641659955
1.6098835468292236,-1.0293879451498444,-1.5513002893116,-0.796197130860601,-0.4673836126580289
1.6441490650177002,-1.083548751288238,-1.559164852087524,-0.8500029048890844,-0.4733394499836767
1.6786677837371826,-1.1553559427956575,-1.6002495550143219,-0.926998367019445,-0.5048109110161716
1.712348461151123,-1.162275707789024,-1.6073959959879471,-0.9347812982695778,-0.5103006417676017
1.7465252876281738,-1.1529153117917526,-1.6049668854407235,-0.9242446501872431,-0.5084327982932606
1.7819361686706543,-1.1320751484581923,-1.592960495676214,-0.9012433213554333,-0.49916367119960303
1.8143954277038574,-1.0950198343928585,-1.5711991670574856,-0.8618488911009377,-0.48248586760890627
1.8490147590637207,-1.0462238021238797,-1.539653272055571,-0.8125681066818863,-0.45858723637070303
1.8838071823120117,-0.9499609310860272,-1.4881858679604036,-0.7221775405651005,-0.4201607933610139
1.9185185432434082,-0.8646747607452763,-1.4579873161074899,-0.6477599362229058,-0.39791642931275906
1.9518320560455322,-0.7888679836124224,-1.4135361764986243,-0.5849865685705666,-0.36554057408600926
1.986999750137329,-0.7202279549614055,-1.361997676862505,-0.530312102370332,-0.3285068762672907
2.020707607269287,-0.675560823714158,-1.3039062127104752,-0.49565483826257695,-0.2873153634193572
