Kinematic test
"x: 0.5*math.sin(count), y: -0.7+0.5*math.sin(count)"
Time,X,Y
0.028921842575073242,0.2397127693021015,-0.33220106148852896,0.7917702154416812
0.04488062858581543,0.2613436144653296,-0.31705946987426925,0.7952708987531629
0.06020998954772949,0.28232123669751774,-0.30237513431173757,0.7987520551374947
0.0761265754699707,0.30259320286801983,-0.28818475799238613,0.8022133364819388
0.09077119827270508,0.3221088436188456,-0.2745238094668081,0.8056543966612453
0.10681653022766113,0.3408193800116672,-0.26142643399183296,0.8090748915722636
0.1217958927154541,0.3586780454497615,-0.24892536818516697,0.8124744791683534
0.1368424892425537,0.37564020257014646,-0.23705185820089747,0.8158528194935877
0.1528925895690918,0.3916634548137418,-0.22583558163038076,0.8192095747167495
0.16808104515075684,0.406707752394687,-0.2153045733237191,0.8225444091651135
0.18326687812805176,0.42073549240394836,-0.20548515531723616,0.8258569893580142
0.19856500625610352,0.43371161279700854,-0.19640187104209406,0.8291469840401925
0.2132856845855713,0.44560368003071776,-0.18807742397849758,0.832414064214922
0.22858095169067383,0.45638197013026066,-0.18053262090881755,0.8356579031769078
0.24381208419799805,0.4660195429836133,-0.1737863199114707,0.8388781765449569
0.2598867416381836,0.4744923096777932,-0.16785538322554477,0.8420745622944159
0.2751181125640869,0.4817790927085966,-0.16275463510398241,0.8452467407893736
0.2909069061279297,0.4878616789133296,-0.15849682476066929,0.848394394814624
0.30599021911621094,0.4927248649942302,-0.1550925945040389,0.8515172096073874
0.3219492435455322,0.4963564955187943,-0.152550453136844,0.8546148728887872
0.3379051685333252,0.4987474933020272,-0.15087675468858097,0.8576870748950765
0.3533046245574951,0.4998918820946785,-0.15007568253372505,0.8607335084086147
0.3692660331726074,0.49978680152075255,-0.15014923893547322,0.8637538687885893
0.3852567672729492,0.4984325142269594,-0.15109724004112846,0.8667478540014792
0.4009418487548828,0.49583240522623423,-0.15291731634163608,0.869715164651258
0.41591548919677734,0.49199297343696835,-0.15560491859412218,0.8726555040093338
0.43162989616394043,0.48692381543909746,-0.1591533291926318,0.8755685780442206
0.4470994472503662,0.4806376014876498,-0.1635536789586452,0.8784540954509428
0.4624917507171631,0.47315004384370707,-0.16879496930940507,0.8813117676801641
0.4784257411956787,0.46447985750193443,-0.17486409974864592,0.8841413089670431
0.4938051700592041,0.4546487134128406,-0.1817459006110116,0.8869424363598092
0.5101776123046875,0.44368118431668746,-0.1894231709783188,0.889714869748057
0.5260694026947021,0.43160468332443663,-0.19787672167289438,0.8924583318907584
0.5413455963134766,0.41844939539924864,-0.20708542322052598,0.8951725484439852
0.556427001953125,0.40424820190979494,-0.21702625866314357,0.8978572479883438
0.5718457698822021,0.3890365984439605,-0.22767438108922766,0.9005121620561172
0.5873711109161377,0.37285260608836,-0.239003175738148,0.9031370251581109
0.6032733917236328,0.35573667639542217,-0.25098432652320446,0.9057315748102022
0.6185555458068848,0.3377315902755755,-0.2635878868070972,0.9082955515595879
0.6339151859283447,0.318882351067252,-0.27678235425292363,0.9108286990107296
0.6492376327514648,0.29923607205197844,-0.29053474956361514,0.9133307638509934
0.6652052402496338,0.2788418586957087,-0.30481069891300394,0.9158014958759803
0.6808714866638184,0.25775068591073247,-0.3195745198624873,0.9182406480145465
0.6965501308441162,0.2360152706449417,-0.3347893105485408,0.9206479763535109
0.7118520736694336,0.2136899401169155,-0.35041704191815914,0.9230232401620458
0.7271468639373779,0.19083049602616647,-0.3664186527816835,0.9253662019157496
0.7420153617858887,0.16749407507795316,-0.3827541474454328,0.9276766273203993
0.7580680847167969,0.14373900617127305,-0.39938269568010887,0.9299542853353802
0.7734792232513428,0.11962466460699207,-0.41626273477510556,0.9321989481967883
0.7887673377990723,0.09521132368051462,-0.4333520734236398,0.9344103914402083
0.8042752742767334,0.07056000402993472,-0.4506079971790457,0.9365883939231587
0.8198552131652832,0.04573232111621971,-0.4679873752186462,0.9387327378472061
0.8355929851531982,0.020790331216646578,-0.4854467681483474,0.9408432087797453
0.8512825965881348,-0.004203623683572977,-0.5029425365785011,0.9429195956754415
0.8669755458831787,-0.029187071713788492,-0.5204309501996519,0.9449616908973355
0.883000373840332,-0.054097567265052646,-0.5378682970855369,0.9469692902376068
0.8989579677581787,-0.07887284707162256,-0.5552109929501358,0.9489421929379946
0.9138965606689453,-0.10345098583669814,-0.5724156900856887,0.9508802017098728
0.9288806915283203,-0.1277705510134139,-0.5894393857093897,0.9527831227539791
0.9438302516937256,-0.15177075635421275,-0.6062395294479489,0.954650765779795
0.9597623348236084,-0.17539161384480806,-0.6227741296913656,0.9564829440245742
0.974754810333252,-0.19857408364297807,-0.6390018585500846,0.9582794742720191
0.9906790256500244,-0.22126022164742423,-0.6548821551531969,0.9600401768706021
1.0067448616027832,-0.24339332432784777,-0.6703753270294934,0.9617648757515305
1.0217256546020508,-0.2649180704542446,-0.6854426493179712,0.9634533984463534
1.0369389057159424,-0.28578065937116987,-0.7000464615598189,0.9651055761042086
1.0529146194458008,-0.3059289454713575,-0.7141502618299502,0.9667212435087069
1.0684542655944824,-0.32531256853258167,-0.7277187979728071,0.9683002390944544
1.0843544006347656,-0.34388307959198494,-0.7407181557143895,0.9698424049632082
1.1000609397888184,-0.36159406204325406,-0.7531158434302778,0.9713475868996668
1.1164486408233643,-0.3784012476539622,-0.7648808733577735,0.9728156343868907
1.1320228576660156,-0.39426262721309585,-0.7759838390491671,0.9742464006213545
1.147620439529419,-0.40913855553220363,-0.7863969888725425,0.9756397425276271
1.1632957458496094,-0.4229918505377216,-0.7960942953764051,0.976995520772679
1.178619146347046,-0.43578788620679254,-0.8050515203447548,0.9783135997798157
1.194760799407959,-0.44749467911429036,-0.8132462753800032,0.9795938477422346
1.2104389667510986,-0.45808296837472623,-0.8206580778623083,0.9808361366362064
1.2256782054901123,-0.4675262887792234,-0.8272684021454564,0.982040342233877
1.241931676864624,-0.47580103694475695,-0.8330607258613298,0.9832063441156901
1.257335901260376,-0.4828865303103185,-0.8380205712172228,0.9843340256824291
1.2726645469665527,-0.4887650588325478,-0.8421355411827834,0.9854232741668772
1.2880375385284424,-0.4934219292516177,-0.8453953504761325,0.9864739806450937
1.3033454418182373,-0.4968455018167318,-0.8477918512717122,0.9874860400473062
1.3189892768859863,-0.49902721937943945,-0.8493190535656077,0.9884593511684179
1.3348667621612549,-0.4999616287820504,-0.8499731401474353,0.9893938166781278
1.349661111831665,-0.4996463944876891,-0.8497524761413824,0.9902893431306636
1.36525297164917,-0.4980823044179207,-0.8486576130925445,0.9911458409741265
1.3809819221496582,-0.4952732679833572,-0.84669128758835,0.9919632245594457
1.3966150283813477,-0.49122630631216707,-0.8438584144185169,0.992741412148944
1.411938190460205,-0.48595153470091146,-0.840166074290638,0.9934803259245106
1.428359031677246,-0.4794621373315705,-0.8356234961320994,0.9941798919953841
1.4447250366210938,-0.4717743343179548,-0.8302420340225684,0.9948400404055402
1.4601120948791504,-0.4629073411638679,-0.8240351388147076,0.995460705140688
1.4762310981750488,-0.45288332073435433,-0.817018324514048,0.9960418241348712
1.4921693801879883,-0.4417273278600789,-0.8092091295020551,0.9965833392766746
1.508028507232666,-0.4294672467132985,-0.800627072699309,0.9970851964150355
1.5240490436553955,-0.41613372111195335,-0.7912936047783673,0.997547345364658
1.540128231048584,-0.4017600779260808,-0.7812320545482565,0.9979697399110323
1.5561001300811768,-0.38638224377799696,-0.7704675706445978,0.9983523378150561
1.5716829299926758,-0.37003865524445073,-0.7590270586711154,0.9986951008172573
1.587113857269287,-0.35277016278519974,-0.7469391139496397,0.9989979946416218
1.6026763916015625,-0.33461992863813494,-0.7342339500466945,0.9992609889990193
1.6185743808746338,-0.3156333189361649,-0.7209433232553154,0.9994840575902332
1.6344523429870605,-0.29585779031550935,-0.7071004532208566,0.9996671781085904
1.6504476070404053,-0.2753427712988236,-0.6927399399091765,0.9998103322421916
1.6664276123046875,-0.25413953874963413,-0.6778976771247439,0.9999135056757428
1.682082176208496,-0.2323010897068838,-0.6626107627948187,0.9999766880919865
1.6983692646026611,-0.20988200891993508,-0.6469174062439546,0.9999998731727339
1.7141880989074707,-0.18693833241512378,-0.6308568326905867,0.999983058599496
1.7294397354125977,-0.1635274074348762,-0.6144691852044133,0.9999262460537164
1.74497652053833,-0.1397077490994689,-0.5977954243696282,0.999829441216602
1.760671615600586,-0.11553889414970217,-0.5808772259047915,0.9996926537685562
1.776045560836792,-0.09108125213605406,-0.5637568764952379,0.9995158973882096
1.7914085388183594,-0.06639595442626496,-0.5464771680983854,0.9992991897510529
1.8074815273284912,-0.04154470140875484,-0.5290812909861284,0.9990425525276694
1.8235032558441162,-0.016589608273785066,-0.5116127257916495,0.9987460113815675
1.8394603729248047,0.008406950242168197,-0.49411513483048225,0.9984095959666146
1.8544199466705322,0.03338249576077109,-0.47663225296746026,0.9980333399240721
1.8694252967834473,0.05827460242523976,-0.45920777830233217,0.9976172808792303
1.8853626251220703,0.08302105293247161,-0.4418852629472699,0.9971614604376473
1.901331901550293,0.10755999404390082,-0.42470800416926946,0.9966659241809874
1.917288064956665,0.13183009118638234,-0.40771893616953236,0.9961307216624632
1.9332425594329834,0.15577068175668216,-0.3909605227703225,0.9955559064018805
1.9492027759552002,0.17932192674639313,-0.3744746512775248,0.9949415358802866
1.964127540588379,0.20242496030829227,-0.3583025277841954,0.9942876715342213
1.98008394241333,0.22502203689030206,-0.34248457417678857,0.9935943787495747
1.9960668087005615,0.24705667556929753,-0.32706032710149174,0.9928617268550473
2.0113115310668945,0.2684738012239991,-0.31206833914320065,0.9920897891152181
2.026733875274658,0.28921988219409356,-0.2975460824641345,0.9912786427232178
2.0423007011413574,0.3092430640815057,-0.28352985514294604,0.9904283687930096
2.057542562484741,0.32849329935938854,-0.270054690448428,0.9895390523512779
2.072664499282837,0.34692247246487606,-0.25715426927458673,0.9886107823289261
2.088012218475342,0.36448452006293247,-0.24486083595594726,0.9876436515521825
2.1039867401123047,0.38113554618070017,-0.23320511767350988,0.9866377567333189
2.1199147701263428,0.39683393192457145,-0.22221624765280001,0.9855931984609791
2.135765314102173,0.4115404395057479,-0.21192169234597646,0.9845100811901198
2.151426315307617,0.42521831031427776,-0.20234718278000557,0.9833885132315655
2.167390823364258,0.43783335679643703,-0.1935166502424941,0.9822286067411774
2.183382511138916,0.4493540479058096,-0.18545216646593332,0.981030477708638
2.1981868743896484,0.45975158791448184,-0.1781738884598627,0.9797942459458521
2.21315598487854,0.46899998838736634,-0.17170000812884356,0.9785200350749657
2.2291133403778076,0.4770761331397547,-0.1660467068021717,0.9772079725160041
2.2446465492248535,0.48395983601574094,-0.16122811478898136,0.9758581894741298
2.260505437850952,0.4896338913430981,-0.15725627605983133,0.9744708209265223
2.275359630584717,0.49408411693849874,-0.15414111814305093,0.97304600560888
2.290877342224121,0.4972993895555871,-0.15189042731108904,0.9715838860015475
2.3067708015441895,0.499271672687302,-0.1505098291188886,0.9700846083152671
2.3227274417877197,0.49999603665295933,-0.15000277434292847,0.968548322476558
2.338684558868408,0.49947067091988645,-0.1503705303560795,0.9669751821127237
2.354641914367676,0.4976968886288109,-0.1516121779598324,0.9653653445364898
2.370607376098633,0.49467912331169234,-0.1537246136818154,0.9637189707302725
2.3865909576416016,0.49042491781020164,-0.1567025575328589,0.9620362253300802
2.402348041534424,0.4849449054225453,-0.1605385662042183,0.9603172766090508
2.418299913406372,0.47825278332575716,-0.16522305167197,0.9585622964606239
2.4337375164031982,0.4703652783398893,-0.1707443051620775,0.9567714603813517
2.4493889808654785,0.46130210511967323,-0.17708852641622874,0.9549449474533501
