Kinematic test
"x: 0.5*math.sin(count), y: -0.7+0.5*math.sin(count)"
Time,X,Y
0.031214475631713867,0.16829419696157932,-0.808060461173628,0.06
0.04697918891906738,0.16889611452035433,-0.8055264863044731,0.06
0.0628213882446289,0.16945983117088734,-0.802973768910658,0.06
0.07815027236938477,0.16998502008931,-0.8004028848427804,0.06
0.09379029273986816,0.17047136313033068,-0.79781441503879,0.06
0.10878753662109375,0.1709185509038153,-0.7952089453932173,0.06
0.12447285652160645,0.17132628284939833,-0.7925870666252627,0.06
0.14017057418823242,0.1716942673091055,-0.7899493741457746,0.06
0.1555008888244629,0.17202222159797417,-0.7872964679231469,0.06
0.1709296703338623,0.17230987207265336,-0.7846289523481659,0.06
0.18630385398864746,0.17255695419796854,-0.7819474360978382,0.06
0.2015697956085205,0.17276321261143657,-0.7792525319982277,0.06
0.21758294105529785,0.17292840118571515,-0.7765448568863356,0.06
0.23404169082641602,0.1730522830889736,-0.7738250314710514,0.06
0.2493114471435547,0.17313463084317066,-0.7710936801932101,0.06
0.2642252445220947,0.17317522638022595,-0.768351431084782,0.06
0.27996015548706055,0.17317386109607327,-0.7655989156272314,0.06
0.29528141021728516,0.17313033590258203,-0.762836768609074,0.06
0.3102912902832031,0.17304446127733625,-0.7600656279826649,0.06
0.32517242431640625,0.1729160573112592,-0.7572861347202497,0.06
0.34067606925964355,0.17274495375407298,-0.7544989326693122,0.06
0.3558783531188965,0.17253099005758235,-0.7517046684072489,0.06
0.371382474899292,0.17227401541677392,-0.7489039910954053,0.06
0.3870673179626465,0.17197388880872008,-0.7460975523325057,0.06
0.4023163318634033,0.17163047902927936,-0.7432860060075106,0.06
0.4176523685455322,0.1712436647275856,-0.7404700081519315,0.06
0.43320250511169434,0.17081333443831634,-0.7376502167916422,0.06
0.44916534423828125,0.17033938661173464,-0.7348272917982135,0.06
0.4647860527038574,0.16982172964149664,-0.7320018947398097,0.06
0.4804859161376953,0.16926028189021866,-0.7291746887316779,0.06
0.49633026123046875,0.16865497171279786,-0.7263463382862647,0.06
0.5119564533233643,0.16800573747748138,-0.7235175091629936,0.06
0.5272765159606934,0.16731252758467882,-0.7206888682177365,0.06
0.5429337024688721,0.16657530048351374,-0.7178610832520154,0.06
0.5585594177246094,0.1657940246861104,-0.715034822861965,0.06
0.5744771957397461,0.16496867877961258,-0.7122107562870926,0.06
0.5894491672515869,0.16409925143593093,-0.7093895532588689,0.06
