"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Kp_x:0.5, Kp_y:0.5, Kd_x:0.005, Kd_y:0.006, Ki_x: 0.006, Ki_x: 0.006, referance point 0.0276, -0.8846"
Time,X,Y
0.0,0.11745892401193654,-0.7448029176017352
0.03486990928649902,0.1938124583948383,-0.6679707218034345
0.06879043579101562,0.2714629075379948,-0.5861645576309094
0.10272431373596191,0.3580184496036508,-0.48900253670570865
0.1365981101989746,0.42982791532343717,-0.43287929573566647
0.17050766944885254,0.5019952426609828,-0.34842405291390177
0.2054150104522705,0.5762941482239393,-0.280037772041565
0.23932409286499023,0.6386416090743801,-0.21451432223962397
0.27522730827331543,0.6930551124404328,-0.15492259258427377
0.3091726303100586,0.7379944074439382,-0.108945149847963
0.34204959869384766,0.7794774335867691,-0.05996080433213635
0.3759584426879883,0.8228519614752141,-0.023596216806132886
0.4179668426513672,0.8605450627878015,0.011640380999163535
0.44753026962280273,0.8908846610490048,0.04699581492742433
0.4804666042327881,0.9168943446830937,0.07393470832242277
0.5133538246154785,0.9416359820192874,0.09494539334132401
0.5472617149353027,0.9542010241638765,0.0988653292254994
0.5822031497955322,0.9524097758424885,0.09311435734692619
0.6180720329284668,0.9397220842190519,0.08461340550589758
0.6509838104248047,0.9213398515895127,0.05930730356234204
0.6848950386047363,0.9024017122221301,0.033037246887453575
0.7188029289245605,0.8810658464981735,0.0023493871127917565
0.7537486553192139,0.8526720082667555,-0.03287722044053942
0.7876594066619873,0.8196263847921069,-0.06483167752209396
0.8215291500091553,0.7925810245660003,-0.10179627996898943
0.8564484119415283,0.7551768702525147,-0.14480412756047
0.8903439044952393,0.7087662158244974,-0.18947182659024142
0.9252510070800781,0.6573954328467162,-0.24354552367682375
0.9591963291168213,0.5974885423877259,-0.3050722824256742
0.9930689334869385,0.5419510319953542,-0.36721922751485586
1.0269787311553955,0.48761439187252376,-0.42376091702581203
1.0619254112243652,0.4350973199681901,-0.4767190613429841
1.0968186855316162,0.38647467206235,-0.5296294811341283
1.1307013034820557,0.3361198715279555,-0.5892276731843449
1.1646459102630615,0.2789244663060706,-0.6457118299899675
1.1995177268981934,0.2156744771720067,-0.7075367644272735
1.2334654331207275,0.1563516206178274,-0.771070853267385
1.2673358917236328,0.09661890565073838,-0.8327162001721908
1.301245927810669,0.04144580719550952,-0.8899396548535656
1.3391454219818115,-0.011370405795366786,-0.947012927391282
1.3700611591339111,-0.062048072065352636,-1.0048119182725475
1.4039733409881592,-0.10972485966080325,-1.0562464752769305
1.4375438690185547,-0.16057876041285385,-1.1093163136844564
1.4727299213409424,-0.20565666920453465,-1.1613131012135893
1.506638765335083,-0.25215686652992475,-1.2097120982329677
1.54054856300354,-0.29885184186035757,-1.2574242131368745
1.575456142425537,-0.3463697203226679,-1.3063438912398513
1.6093647480010986,-0.37901069204948,-1.344621185607185
1.6432747840881348,-0.4132702727514887,-1.3872831947973976
1.6782152652740479,-0.43543148705600127,-1.4154819682559587
1.714118480682373,-0.4579969735334103,-1.4435346947713579
1.7470300197601318,-0.47563949939421857,-1.466743298914326
1.7809052467346191,-0.49133847031104083,-1.484342921389414
1.8158457279205322,-0.5059058003526258,-1.500109792234816
1.849721908569336,-0.5157347660581274,-1.5092197569682813
1.8846280574798584,-0.5251175214583561,-1.5201068152306927
1.919572114944458,-0.5276216729992899,-1.5219140807500944
1.9524822235107422,-0.5190816954347768,-1.5162801096603322
1.9886806011199951,-0.5062436358596291,-1.503323033923449
2.020562171936035,-0.4845935894410192,-1.4883018593141821
2.0544724464416504,-0.4678968196271561,-1.471415211000438
2.0893776416778564,-0.4459120261246527,-1.4446165559198019
2.123288631439209,-0.4241952450710589,-1.4170508123912202
2.1582279205322266,-0.4044295486972666,-1.3908859137294503
2.192103147506714,-0.37972570983945453,-1.3631974906624038
2.2270359992980957,-0.3509960182432408,-1.3334575084052933
2.2609505653381348,-0.3193356910753704,-1.2986483897056367
2.2958261966705322,-0.2801792897123567,-1.2581813793272312
2.329735517501831,-0.24301577089838833,-1.216032390143544
2.3646416664123535,-0.20472835866477251,-1.1705545979786942
2.3985860347747803,-0.16331055547770815,-1.1242928446160594
2.432495355606079,-0.12868825316889065,-1.0827972492309155
2.474480390548706,-0.09656555588407992,-1.0425903122326907
