"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Kp_x:0.5, Kp_y:0.5, Kd_x:0.01, Kd_y:0.01, Ki_x: 0.006, Ki_x: 0.006, referance point 0.0276, -0.8846"
Time,X,Y,AngleX,AngleY
0.001051187515258789,0.11064110037099527,-0.7276341400179641,0.06861370984871731,0.1310383940073795
0.005188465118408203,0.1417113930974337,-0.6866058091647584,0.09456615816256385,0.16560841876933238
0.023937702178955078,0.17570164130977212,-0.645426387764277,0.12309628849160661,0.20052446559423381
0.043905019760131836,0.20707485484951443,-0.604264995806534,0.14932309125083174,0.23578005087376286
0.06463289260864258,0.23864567740459836,-0.5631403387433305,0.1756651864170227,0.27148371742503863
0.08218050003051758,0.2709051509291422,-0.522858662277483,0.2018581280091547,0.3054063135159478
0.09924197196960449,0.30916549102900714,-0.4735569228719682,0.22840669360748825,0.3414800352656219
0.11681103706359863,0.3445411361903662,-0.4378545808897601,0.2521577344560599,0.3656661727368949
0.14382004737854004,0.37700440850076244,-0.39961087975383375,0.27252197784096693,0.39093447088649863
0.15433025360107422,0.4112473839650969,-0.35359206273107646,0.2894091949786881,0.41679602229823776
0.16999316215515137,0.4403743178638678,-0.3124982382759899,0.3044294691949305,0.44244555070925873
0.17273497581481934,0.4648375537029188,-0.28863179245308723,0.3200844678996719,0.458220802907401
0.18835711479187012,0.4933086491016402,-0.24438254898473655,0.32559905274564893,0.4794487682788591
0.2194995880126953,0.5223893096996195,-0.21423727676756632,0.3375693822885623,0.4935951076218313
0.2372722625732422,0.5477186708493953,-0.18266049228825632,0.3459441155902333,0.508669923374112
0.2510392665863037,0.5699313706240322,-0.15370787722592893,0.35102293997353967,0.5218278454934375
0.2670254707336426,0.5918156616120169,-0.12690322955746203,0.3560025583563803,0.5331181993220432
0.2826199531555176,0.6128668813133775,-0.09935601907065239,0.360466525173553,0.5452602670206962
0.29790735244750977,0.6339676548687492,-0.07430768525979459,0.3649159618822963,0.5556066616832083
0.3139350414276123,0.6536535471742222,-0.03551982300520817,0.36105485311638646,0.5726045846732115
0.3295888900756836,0.6710687912786253,-0.012533003731895365,0.36258117057906825,0.581250153309878
0.34567928314208984,0.6876665567170485,0.011709699720521272,0.3637295778364201,0.5906697719949744
0.36130380630493164,0.7031222995702622,0.030212641197679524,0.3638235687225824,0.5944267191534489
0.37696099281311035,0.7208569185869063,0.05084016901789623,0.3660767645054065,0.6001779978400698
0.4086620807647705,0.7326127296156582,0.07017867266782951,0.36360835246968437,0.6040947093176542
0.42562389373779297,0.7464318836854635,0.08535440506522107,0.3633774807455097,0.6033192330182096
0.43853116035461426,0.761311354617499,0.09905786062535338,0.36462003944105387,0.6006209583869242
0.4535863399505615,0.7701347219980159,0.12081573483173935,0.3553979825205058,0.5969566161009268
0.4694225788116455,0.7809451497700722,0.1316146506018795,0.35438194318279387,0.5902237257177471
0.48504185676574707,0.7869936892827563,0.1399572594709716,0.34960998561641543,0.5808286938860113
0.5006542205810547,0.7971742822481634,0.1485676034554122,0.3490967595683937,0.5713265376334404
0.5165157318115234,0.8028898217933869,0.15448693889640297,0.34523011898517403,0.5589558207340217
0.5445404052734375,0.8084891935191902,0.15711404577965016,0.34184906764045997,0.5431404305524228
0.5485110282897949,0.8164920664942161,0.1585217631081247,0.34113089679215153,0.5259531056701029
0.5797572135925293,0.8187164303880514,0.17294201852238567,0.3319668930720259,0.513313309609529
0.5954105854034424,0.8248651655916797,0.17257255413977957,0.32910525257028195,0.4946196977126237
0.6110353469848633,0.8264366232431493,0.1694614285620057,0.32280984315815525,0.47402308263869364
0.6269440650939941,0.8316727375553241,0.16463954768317607,0.32009720299860805,0.4521579083337452
