"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Kp_x:0.5, Kp_y:0.5, Kd_x:0.005, Kd_y:0.006, Ki_x: 0.006, Ki_x: 0.006, referance point 0.0276, -0.8846"
Time,X,Y,End_effector_X,End_effector_Y
0.00099945068359375,0.1521620150480526,-0.7595279780251672,0.027800124893643193,-0.8821171418883325
0.007978439331054688,0.3901858579638232,-0.6066126100298326,0.13596079257227187,-0.08060549162600483
0.024336814880371094,0.4729169486125283,-0.5543990172915952,0.25503222157683975,-0.6943362006252827
0.05773329734802246,0.5539359514159901,-0.502110775163375,0.3131090714444118,-0.6554958290818699
0.09148526191711426,0.6370995804618681,-0.43786172381555405,0.35998184144028045,-0.6328209717767987
0.12601161003112793,0.7216639648570715,-0.36768486588777927,0.4255786148756597,-0.5907087418311056
0.16055774688720703,0.7937089751501758,-0.3099163771719152,0.4661169497330186,-0.5576312842787197
0.19444870948791504,0.8431020681720238,-0.27926878202172356,0.4989793032507119,-0.5321403115652279
0.227799654006958,0.8877257668964164,-0.24614128736712626,0.518576139466424,-0.5205616721839673
0.26209473609924316,0.9232010068667054,-0.22830444885465528,0.5419132304225844,-0.5024030390312475
0.29700231552124023,0.9521003599842267,-0.20957719292707977,0.5573774016660376,-0.4954546535623014
0.33091282844543457,0.9686355547890603,-0.19156332987621372,0.5699964529775066,-0.4863910551759688
0.3648257255554199,0.9852939207537492,-0.17585529156919866,0.5746266395179922,-0.4763720146693289
0.4007248878479004,1.000743069883737,-0.19094041659257,0.5853017660236237,-0.46805819061581094
0.43448376655578613,1.0084071340040803,-0.17902024922600324,0.5884465093917656,-0.47893359921271106
0.47048282623291016,1.0075850613348174,-0.1782720396062234,0.5878409613597932,-0.47027516215502385
0.5043482780456543,1.0031958152895557,-0.19631590945334276,0.5791616528196951,-0.4752181561610998
0.5374655723571777,0.9849285257965806,-0.21783783711687876,0.57256712270025,-0.48786011461784967
0.5718481540679932,0.975334050993373,-0.23587302872606347,0.5570916153558562,-0.5006424688012512
0.6061880588531494,0.9618631950629235,-0.2559214490632758,0.5507940629366878,-0.5102281317584989
0.6396586894989014,0.9417299915126363,-0.26873551213843094,0.5359993906781279,-0.5245790787464769
0.6741518974304199,0.9179520678192021,-0.29446832043599497,0.5239004947670629,-0.5313675219522672
0.7077112197875977,0.8911880611181975,-0.31789572817479683,0.5088470221617027,-0.5476915242528723
0.7423684597015381,0.8667632274654317,-0.34053320305042206,0.49299936309940584,-0.5598999528552114
0.7768650054931641,0.838710820946734,-0.36019527052292427,0.47953302483606836,-0.572315855670062
0.8108527660369873,0.8063468107508356,-0.38290304526464136,0.4629681195973773,-0.5827520725787968
0.8456568717956543,0.7704340435028925,-0.40833247210036394,0.4452706147580714,-0.5955208863086885
0.8789942264556885,0.73232295505924,-0.43111695287948654,0.4239034458430774,-0.6098162985142075
0.9126241207122803,0.6925503488585293,-0.4542008445632,0.4029988444070097,-0.6215021239206792
0.9472956657409668,0.6539307734038903,-0.4785779369064609,0.3806219464020309,-0.6341337915404166
0.9820480346679688,0.6117105631412321,-0.5084101655019488,0.36203878765479336,-0.6458480454181026
1.0159180164337158,0.5700967886186925,-0.534600849973645,0.3392446392606162,-0.6618293546635634
1.0500636100769043,0.5297072244636757,-0.5579127934025783,0.3176223111730121,-0.6745316384329265
1.0838027000427246,0.4825706122580312,-0.5855578911646873,0.29757767054912815,-0.686016007663597
1.1202361583709717,0.44775558668179855,-0.6063614698150629,0.26881431942512435,-0.7022483552484394
1.1556451320648193,0.40746267299491085,-0.6313225461553005,0.2531069314337809,-0.7110627949409678
1.1884105205535889,0.36082159758337523,-0.6583819534097068,0.23394484376497982,-0.7234774340620596
1.2228856086730957,0.3176619315779615,-0.6833941242289199,0.2089028294188738,-0.7373723498303184
1.2561216354370117,0.2736024644417378,-0.7135276902994139,0.1891820761194858,-0.7492637428154408
1.2962634563446045,0.2375631825134374,-0.7288317205906498,0.1605941928474808,-0.7661122805836867
1.3251864910125732,0.19618835240334426,-0.7517174256814545,0.1524752609342254,-0.7691692470154396
1.3600928783416748,0.16258548890828256,-0.7738350379626532,0.12121506286101123,-0.7859953328393675
1.395035982131958,0.1270095811757162,-0.7973568713176611,0.111068262158929,-0.7936588053515241
1.4276249408721924,0.08581100350639656,-0.8173995227052309,0.09357534693883399,-0.8058267118552863
1.4606525897979736,0.053985357969761144,-0.8372435675382405,0.07205517467689557,-0.8150053650490205
1.4944651126861572,0.0339419671651722,-0.8495165462366461,0.0568558286152327,-0.8259239845948383
1.5316781997680664,0.0027391063904157464,-0.8719241720082039,0.04758065738014547,-0.829826651954306
