"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Kp_x:0.5, Kp_y:0.5, Kd_x:0.005, Kd_y:0.006, Ki_x: 0.006, Ki_x: 0.006, referance point -0.018926411475024413, -0.9196174323486301"
Time,X,Y,End_effector_X,End_effector_Y
0.033910274505615234,-0.4112172645074577,-0.6831754112084558,0.0274030180547169,-0.8817228408012635
0.03191375732421875,-0.4325234385670811,-0.6758014344961214,-0.27500037439979463,-0.7592590407115438
0.03391075134277344,-0.4494105353076462,-0.668545782214941,-0.22753272495277618,-0.7959892568825719
0.06739616394042969,-0.4640436044260664,-0.6667271682438403,-0.25320309945789843,-0.79007799148252
0.09156680107116699,-0.49136384375937686,-0.6521732601277691,-0.2733141115959556,-0.7872062944328312
0.12647700309753418,-0.5083759177344693,-0.6461521204179003,-0.3014556102652339,-0.7750764427720436
0.17053461074829102,-0.4989014099878523,-0.6587341731983943,-0.31388844784672937,-0.7751818217811651
0.20434880256652832,-0.48341255552714757,-0.6740654701174356,-0.2957459592763417,-0.7836552097019386
0.22638320922851562,-0.47619859538991277,-0.6833186948409469,-0.2685674198067148,-0.7942942478172357
0.27475428581237793,-0.46441134268080786,-0.7088678826396568,-0.27470682350322284,-0.7990369345103517
0.3070981502532959,-0.44412645781173177,-0.7138999019614958,-0.25335087746041074,-0.8135910830133258
0.33834123611450195,-0.423275866038239,-0.7281735214494676,-0.2399102016549995,-0.814802178149372
0.3695845603942871,-0.408973162542461,-0.7375956410596223,-0.22163125960739105,-0.8264348439638284
0.40125107765197754,-0.388913180609034,-0.7507328498778454,-0.21387078160983974,-0.8294365132803588
0.44536924362182617,-0.3693700093180773,-0.7581879376362154,-0.19865770002202526,-0.8389757420983978
0.480762243270874,-0.3467204775356085,-0.7720537450688385,-0.19099382954460378,-0.8406152530936062
0.5146708488464355,-0.3206167593765816,-0.7809953242872613,-0.1769852310746871,-0.8497123313396168
0.5503978729248047,-0.2967772131512562,-0.7895529843770199,-0.16272931432750493,-0.8532271128375868
0.5816707611083984,-0.26888174423400774,-0.8011476455971795,-0.1493589978412885,-0.8585058802632494
0.6157369613647461,-0.24556744908106862,-0.8134094370289411,-0.13203200341714258,-0.8649333403507453
0.6501479148864746,-0.22396784713574153,-0.8209807785064289,-0.12068043499649359,-0.8713052025520102
0.6846811771392822,-0.1986176637145598,-0.8331033058896303,-0.10820277470555051,-0.8747363101625525
0.7181918621063232,-0.1706739426473851,-0.8461691708706016,-0.09678306020179746,-0.8812001042825895
0.7526772022247314,-0.1464812366463659,-0.8554433029095221,-0.08159161384598229,-0.8878280744084822
0.7876303195953369,-0.1233507224050389,-0.8622815459964769,-0.07024850247728415,-0.8919495990705348
0.8209168910980225,-0.09849049804774901,-0.8710550062012085,-0.05808852608846417,-0.895199792638684
0.8558576107025146,-0.0677671361191634,-0.8825860821381023,-0.04435310511519338,-0.9000009580064482
0.8894927501678467,-0.04238315306711575,-0.8904923312241687,-0.027967695483247346,-0.905980672547534
0.9241781234741211,-0.019272642188941175,-0.9014312974436444,-0.015290573579596027,-0.9096015018259305
0.9591388702392578,0.004389627586566469,-0.91233536563235,-0.004735759135150416,-0.9152509534703752
0.9930479526519775,0.022024160242453517,-0.9178662357061639,0.006927675304128883,-0.9203863037869249
1.0279550552368164,0.04155403222406796,-0.9273996376584389,0.015248549417751089,-0.9226321950355357
1.061812400817871,0.06354026210764709,-0.9396391354195196,0.023841169897775336,-0.9276805028132278
1.0977177619934082,0.07994550890985692,-0.9464689406511639,0.036240496164971235,-0.9342403394615095
1.130629539489746,0.09832429790335005,-0.9529973222129435,0.043121913075211876,-0.9368965065672388
1.1636598110198975,0.11270092349029692,-0.9575603728421084,0.052958918798618006,-0.9405404239018663
1.1990985870361328,0.13225039758353885,-0.9650350003018217,0.05834772863553845,-0.9418294668671232
1.2317414283752441,0.14797075108421423,-0.9735305921608738,0.06774826218040436,-0.9457989720767935
1.2657408714294434,0.1601221388102555,-0.9775649401010248,0.07518093668280239,-0.9499929907734108
