"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Kp_x:0.5, Kp_y:0.5, Kd_x:0.005, Kd_y:0.006, Ki_x: 0.006, Ki_x: 0.006, referance point 0.1, -0.7977911479915556"
Time,X,Y,End_effector_X,End_effector_Y
0.0,0.11065893729054029,-0.758992529012458,0.02777013488693479,-0.78966519446269
0.0379178524017334,0.18475981831127297,-0.6893449029365813,0.10709937688801438,-0.76966519446269
0.07385778427124023,0.2634371045706514,-0.6194709104512021,0.1422222257269432,-0.7315622659918115
0.0978858470916748,0.3285017734772537,-0.5515653367538285,0.17431788469979653,-0.6935170500789151
0.12945938110351562,0.4180913025986562,-0.4693347079924881,0.23362083822082952,-0.6549176784173455
0.16118502616882324,0.5136749941332462,-0.38241992726100005,0.30230139575569265,-0.6053740370332613
0.20757150650024414,0.5920236196015277,-0.30667214379430263,0.3730404611379367,-0.555800918518245
0.23967480659484863,0.659192822101843,-0.24170877153670434,0.393941761468937,-0.5278348364018521
0.2710549831390381,0.6871997607722403,-0.212486612718636,0.42806936763299547,-0.4949516412544658
0.30251049995422363,0.7175857148899167,-0.15821318447761545,0.43484867552617723,-0.48475513411553833
0.334322452545166,0.7593546123035793,-0.12031650558414586,0.44984525027986183,-0.45242124618111296
0.36599230766296387,0.7858910935354919,-0.09128740626213183,0.4710144675160527,-0.4357294637800866
0.41246891021728516,0.8072472391559787,-0.06224716099331884,0.49462374139581716,-0.4202445883988912
0.4441676139831543,0.8305539194940231,-0.02983133784205494,0.48881263570552363,-0.4077746496773855
0.47585344314575195,0.8491196465903075,-0.0172479623079409,0.501648953576335,-0.38950739000811396
0.5070679187774658,0.8612481459557652,-0.008585947062480503,0.504929461624004,-0.386420470503178
0.5396206378936768,0.870451129456981,0.0017130424216782458,0.5069808574801792,-0.3835403823113536
0.5861015319824219,0.8710671754681231,-0.004869551416007312,0.5157269121949085,-0.37964950102268774
0.6218509674072266,0.8875299879478785,-0.028963365028405352,0.5052258343002565,-0.38776222622843204
0.6495013236999512,0.8609253647294441,-0.04757647084637617,0.5111240107700911,-0.40491687293491113
0.6807436943054199,0.8646716466539214,-0.05176704900332113,0.4858019184920336,-0.4157880484061198
0.7219843864440918,0.8678249718479837,-0.06140767323292562,0.4951314944748197,-0.417429068232652
0.745063304901123,0.8609534877288948,-0.08538619048399937,0.48822253676308836,-0.42535588920057626
