"Constrain_x: [-640.0, 640.0, -0.8, 0.8], Constrain_y: [-1.5, 1.5, -0.3, -1.4], " "start pos 35 grade start vinkel y = -15cm z = -35cm x= 0"
"Kp_x:0.5, Kp_y:0.5, Kd_x:0.1, Kd_y:0.1"
Time,X,Y
0.0,25.0,-0.3248000144958496
0.03262948989868164,30.0,-0.38760005235672
0.06611371040344238,34.0,-0.4472000241279602
0.10044336318969727,39.0,-0.5106000423431397
0.132476806640625,44.0,-0.5742000341415405
0.16606569290161133,45.0,-0.6154000401496887
0.19936704635620117,49.0,-0.660200047492981
0.23527121543884277,54.0,-0.706600046157837
0.2681853771209717,58.0,-0.7510000467300415
0.3020923137664795,66.0,-0.7992000460624695
0.33560729026794434,72.0,-0.8368000626564026
0.3700261116027832,74.0,-0.866200053691864
0.40529870986938477,66.0,-0.8714000582695007
0.4396848678588867,68.0,-0.859000039100647
0.47247886657714844,77.0,-0.8574000597000122
0.5067765712738037,82.0,-0.8640000581741334
0.5414385795593262,87.0,-0.8696000456809998
0.5754904747009277,90.0,-0.8746000528335571
0.610435962677002,83.0,-0.865600049495697
0.6450018882751465,73.0,-0.8580000638961792
0.678865909576416,55.0,-0.8824000636736552
0.7126998901367188,78.0,-0.8808000445365907
0.7468917369842529,76.0,-0.8586000561714173
0.7823052406311035,74.0,-0.8406000494956971
0.816016435623169,72.0,-0.8148000597953797
0.8327476978302002,65.0,-0.7736000537872315
0.8502082824707031,69.0,-0.7752000689506531
0.8660862445831299,63.0,-0.7232000350952149
0.8994672298431396,55.0,-0.6762000441551209
0.9328336715698242,49.0,-0.6348000526428224
0.9665310382843018,46.0,-0.5876000404357911
1.018805742263794,39.0,-0.5350000381469727
1.0343093872070312,35.0,-0.48320002555847175
1.0666263103485107,32.0,-0.42520004510879517
1.0994927883148193,26.0,-0.3696000576019287
1.1338918209075928,19.0,-0.31760003566741957
1.1658437252044678,16.0,-0.25820002555847177
1.1991755962371826,14.0,-0.20460002422332768
1.2322742938995361,12.0,-0.14800000190734863
1.266183853149414,10.0,-0.09760000705719007
1.300093173980713,9.0,-0.04840002059936532
1.3320083618164062,7.0,0.006200003623962447
1.3658432960510254,5.0,0.049999976158142
1.3988888263702393,3.0,0.08699998855590807
