"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Kp_x:0.5, Kp_y:0.5, Kd_x:0.003, Kd_y:0.003, Ki_x: 0.007, Ki_x: 0.007"
Time,X,Y
0.0,0.1224224954843521,-0.7805999364852907
0.03381085395812988,0.18424627780914307,-0.7309999313354494
0.0679926872253418,0.24435583949089051,-0.6725998964309694
0.1038963794708252,0.30188127756118777,-0.6233999576568605
0.13883066177368164,0.3532387733459473,-0.5819998826980592
0.17071962356567383,0.4010449707508087,-0.5431998815536501
0.21417689323425293,0.4555424332618713,-0.4865999069213869
0.22511076927185059,0.4728374004364014,-0.42219994926452653
0.2388753890991211,0.4970680892467499,-0.44579993152618425
0.27871012687683105,0.5162834525108337,-0.3985999670028688
0.2896394729614258,0.5599786162376403,-0.3585998859405519
0.3279135227203369,0.5977775573730468,-0.33199988269805925
0.35544729232788086,0.6246248960494996,-0.3227999057769777
0.3888254165649414,0.6654257416725159,-0.2741999473571779
0.42242932319641113,0.6866238594055176,-0.274799927711487
0.4550812244415283,0.7196935415267944,-0.22639988327026384
0.4935755729675293,0.7333506107330322,-0.23179994487762468
0.5214991569519043,0.7470355987548828,-0.22039996051788346
0.5542929172515869,0.7625998377799987,-0.19619987869262712
0.5881776809692383,0.7642252206802368,-0.20839987659454362
0.6220943927764893,0.7749725580215454,-0.18039987945556657
0.6559960842132568,0.770123028755188,-0.19279991054534928
0.6883847713470459,0.7684472441673279,-0.1969998922348024
0.7217466831207275,0.7588072538375854,-0.22179995441436784
0.7547407150268555,0.7532314658164978,-0.22799991035461442
0.7879149913787842,0.7477539420127869,-0.23399995231628434
0.8221774101257324,0.730505108833313,-0.2627999629974367
0.8554782867431641,0.7185822606086731,-0.2779998626708986
0.8901479244232178,0.6966853737831116,-0.3039998855590822
0.9237508773803711,0.6834246158599854,-0.3153998699188234
0.9579949378967285,0.6548943519592285,-0.35319994354248063
0.9925036430358887,0.6444057345390319,-0.3495999422073366
1.0267207622528076,0.6098848104476928,-0.3989999141693117
1.0618491172790527,0.5874150514602661,-0.41499994659423844
1.0955586433410645,0.5519338250160217,-0.46379993820190446
1.1294686794281006,0.517738676071167,-0.49459992313385026
1.1643743515014648,0.4982675611972809,-0.5145999040603639
1.1982836723327637,0.4648754894733429,-0.5747998800277712
1.2322969436645508,0.4340293526649475,-0.6029999103546144
1.2663581371307373,0.40494263768196104,-0.6275999393463136
1.3008646965026855,0.3791701257228851,-0.6613999452590944
1.3351526260375977,0.34961705803871157,-0.6841999139785768
1.3699681758880615,0.3179124414920807,-0.7203999605178835
1.403592824935913,0.28870645761489866,-0.7499999847412111
1.4370238780975342,0.259725958108902,-0.7713999595642091
1.472181797027588,0.23576703667640686,-0.7937999811172487
1.4887089729309082,0.22163963913917542,-0.8393999185562135
1.5218617916107178,0.1973151832818985,-0.8595999326705934
1.5552008152008057,0.17040157914161683,-0.8887998905181886
1.588568925857544,0.1451563686132431,-0.9123999919891359
1.621659755706787,0.1253462478518486,-0.9293999519348146
1.6568043231964111,0.1031485378742218,-0.9573999490737917
1.688709020614624,0.080797179043293,-0.9725999679565431
1.7216205596923828,0.0625520870089531,-0.9917999353408815
1.7545764446258545,0.04512167200446129,-1.003999933242798
1.7883594036102295,0.025992420688271522,-1.0251999940872194
1.8224222660064697,0.011191481910645961,-1.0399999465942384
1.85530424118042,-0.0032508315052837133,-1.0495999898910524
1.8891417980194092,-0.019164622761309147,-1.062999948501587
1.9213924407958984,-0.03304983787238598,-1.072999938964844
1.9549553394317627,-0.04302934259176254,-1.08739994430542
1.9886233806610107,-0.05324448570609093,-1.091399892807007
2.022127866744995,-0.06111762449145317,-1.1050000038146974
2.0560576915740967,-0.07133861780166625,-1.1053999509811403
2.0898051261901855,-0.07938623130321502,-1.1119999732971193
2.124089241027832,-0.08585328757762908,-1.1159999217987062
2.1580281257629395,-0.09077029079198837,-1.117799982070923
2.197892427444458,-0.09537997841835022,-1.1227999773025514
2.227811574935913,-0.09902037233114243,-1.1197999563217165
2.2597897052764893,-0.10047875046730041,-1.1221999969482424
2.296928644180298,-0.10200661420822144,-1.1237999048233034
2.3287527561187744,-0.10416839867830277,-1.118799909591675
2.3633177280426025,-0.10422383695840835,-1.1181999292373659
2.3974859714508057,-0.10489205569028855,-1.1113999929428102
2.4314653873443604,-0.10496703088283539,-1.110599979400635
2.4657297134399414,-0.10393397659063339,-1.1035998907089235
2.500378131866455,-0.10123766511678696,-1.0957999076843263
2.5346970558166504,-0.09820173531770707,-1.0911999788284303
2.56845760345459,-0.09542906880378724,-1.083199962615967
2.6031265258789062,-0.09098797440528869,-1.073599919319153
2.637000322341919,-0.08745707720518112,-1.0737999525070192
2.6553590297698975,-0.08673169016838074,-1.0603999938964845
2.670389413833618,-0.08486016988754272,-1.0615999546051027
2.7060482501983643,-0.0802829161286354,-1.0509999837875368
2.7210090160369873,-0.07865644246339798,-1.048599943161011
2.7569124698638916,-0.07195976078510284,-1.0407999601364137
2.7888288497924805,-0.06688164249062538,-1.0347999181747438
2.8217387199401855,-0.062048690766096114,-1.0231999006271364
2.8694043159484863,-0.05714516267180443,-1.0107999887466432
2.881405830383301,-0.05529575198888779,-1.010599955558777
2.8913445472717285,-0.051787030696868894,-1.0059999074935915
2.9212753772735596,-0.048299948871135714,-1.0001998987197878
2.955357074737549,-0.045239949226379396,-0.9819999780654909
2.988626480102539,-0.03780893124639988,-0.97659991645813
3.0218989849090576,-0.03396194502711296,-0.9775999631881716
3.05534291267395,-0.028726517036557198,-0.9567999687194826
3.0882394313812256,-0.02288569826632738,-0.9577998962402345
3.121852159500122,-0.019165486469864844,-0.9477999057769777
3.156735897064209,-0.015325924940407276,-0.9423999633789064
3.1906962394714355,-0.011486798920668662,-0.9329999532699587
3.2245476245880127,-0.009572328854119405,-0.9245999898910524
3.255464792251587,-0.003616788750514388,-0.9191999282836916
3.2886674404144287,0.00038331280811689796,-0.90999995136261
3.3230409622192383,0.0024139166343957186,-0.9010000076293947
3.3564209938049316,0.006452902965247631,-0.9041999425888063
3.391263961791992,0.012649514572694897,-0.8909998979568483
3.426478624343872,0.016642939671874045,-0.8981999006271364
3.459399938583374,0.01877072248607874,-0.8915998783111574
3.4939396381378174,0.02095479890704155,-0.8827999677658083
3.52923846244812,0.024855441600084304,-0.8937998857498171
3.5616137981414795,0.025194501131772996,-0.8761999454498293
3.5958352088928223,0.027123645693063737,-0.8827999677658083
3.630805492401123,0.03143747821450234,-0.8743998851776125
3.6652393341064453,0.03359866179525852,-0.8707998838424684
3.700456380844116,0.03761170208454132,-0.8755999650955202
3.733759880065918,0.03979465626180172,-0.8717999305725099
3.768040180206299,0.04203363507986069,-0.8665999021530153
3.8025214672088623,0.04218746945261955,-0.8617999401092531
3.836430072784424,0.04187980964779854,-0.8713999834060671
3.872335195541382,0.04180323779582977,-0.8737999048233034
3.888291358947754,0.044122268259525296,-0.8663998689651491
3.92177414894104,0.046183501929044725,-0.8669999685287477
3.9391703605651855,0.0464079312980175,-0.8605999794006349
3.9546360969543457,0.04631675854325294,-0.8631999340057375
3.973079204559326,0.04631675854325294,-0.8631999340057375
3.9887583255767822,0.048572690784931184,-0.8586000051498415
4.022173881530762,0.048587352782487866,-0.858199938774109
4.055450201034546,0.04799366369843483,-0.8743998851776125
4.089815855026245,0.048066137731075285,-0.872399910926819
4.1228296756744385,0.0464079312980175,-0.8605999794006349
4.15773606300354,0.05064441412687302,-0.8591999855041506
4.1876561641693115,0.04818422794342041,-0.8691999759674074
4.221601963043213,0.0478397399187088,-0.8785999860763551
4.255482912063599,0.04803764075040817,-0.8731999244689943
4.288518190383911,0.05009306818246841,-0.8735998716354372
4.321678876876831,0.04804496988654137,-0.8729998912811281
4.356005430221558,0.04571437537670135,-0.8803999271392824
4.388259649276733,0.0439950168132782,-0.8701999034881593
4.4215240478515625,0.04567853435873985,-0.8813999738693239
4.454132556915283,0.043821610510349274,-0.875399931907654
4.487659454345703,0.04579853937029839,-0.8779998865127565
4.523527145385742,0.04352022632956505,-0.8843998756408693
4.556826114654541,0.04354031831026077,-0.8837998952865602
4.5902862548828125,0.04119197241961956,-0.8929998722076418
4.623648405075073,0.0392366461455822,-0.890199884414673
4.658172130584717,0.03933913521468639,-0.8867999162673952
4.692570924758911,0.036916041001677516,-0.899799927711487
4.727232933044434,0.0372500766068697,-0.8881999101638796
4.761347055435181,0.03692236356437206,-0.8995998945236208
4.794544458389282,0.036997104063630104,-0.8969999399185182
4.829088449478149,0.035087617859244344,-0.8923998918533327
4.864371061325073,0.03284275904297829,-0.9003999080657961
4.898163557052612,0.030650948360562324,-0.9071999635696413
4.93107533454895,0.030751772969961167,-0.9029999818801882
4.96697998046875,0.030592907592654227,-0.9096000041961672
5.001585006713867,0.028722095116972924,-0.9031998958587648
5.036017656326294,0.02853857949376106,-0.9113999452590944
5.070322275161743,0.028565869852900504,-0.9101998653411867
5.103590726852417,0.02856997437775135,-0.90999995136261
5.1384782791137695,0.02653581276535988,-0.9109999980926515
5.15643048286438,0.02645660303533077,-0.9147999134063722
5.189377069473267,0.02442033253610134,-0.9163999404907228
5.221256494522095,0.022346361726522445,-0.9203998889923097
