"Posisjonering til lasten er 62,5 grade fra UR10, Y: -140 X: -55"
"Kp_x:0.8, Kp_y:0.8, Kd_x:0.02, Kd_y:0.02, Ki_x: 0.01, Ki_x: 0.01, referance point 0.0276, -0.8846"
Time,X,Y,AngleX,AngleY,End_effector_X,End_effector_Y
0.000997781753540039,0.15200981766272215,-0.7064393762002661,0.08368123466438984,0.12057383147355266,0.1719159235753856,-0.6766594274461221
0.03357958793640137,0.2403524531894163,-0.6291914002737584,0.14375489086485452,0.17334168537410446,0.21540915743330724,-0.6729530328361546
0.06869339942932129,0.3302143922518326,-0.5491053092177868,0.2042577165400888,0.22732436911180018,0.24686290440121916,-0.6602249169724639
0.10254764556884766,0.43257514902129357,-0.45089691542301913,0.2612143859449776,0.2834655674387197,0.2912515716893121,-0.6040834035767579
0.13896799087524414,0.5250081203800985,-0.37382545414833646,0.3026592788015852,0.31955569807216916,0.3087139298573158,-0.5939168232275556
0.17278027534484863,0.5971791418003773,-0.3032600509869925,0.3238182091933325,0.34592318887209367,0.3053643671744179,-0.5851644332502215
0.20526671409606934,0.6533747879215901,-0.2403641872522917,0.3392871863086639,0.3717945490790784,0.3124515572912504,-0.5620937350788283
0.2401752471923828,0.7069010679337588,-0.20722506260780582,0.35587673618684607,0.3763717753840784,0.3278084205591415,-0.577858297435629
0.2730441093444824,0.7538558266632094,-0.17819214318378274,0.3722513032008945,0.37841093146013777,0.34237938574011606,-0.5824031646588967
0.30888795852661133,0.8048294593844785,-0.1413816659985756,0.39353606863355683,0.3879905751241279,0.36334891267073866,-0.5648086173504533
0.3426682949066162,0.8576100649891845,-0.09369162988742419,0.4152678007108796,0.4070321508682424,0.38195889434175184,-0.5388944164866948
0.37682580947875977,0.9087381437211945,-0.06217546943143948,0.4409079642560997,0.4195377629784123,0.4061887554782259,-0.5337301473250338
0.4124627113342285,0.957058488989377,-0.03371538473336311,0.4641529108576216,0.42879239632251986,0.4226942721202608,-0.5324276938522118
0.4458434581756592,0.9940370649547142,0.014191661067443073,0.4746646251767651,0.44833349525188526,0.4194136958287687,-0.5061318598134196
0.49185752868652344,1.0201983168754534,0.030395372563331358,0.4808432263313268,0.44970537881869677,0.41411792601943054,-0.5178982344208836
0.516554594039917,1.033746827174334,0.057781660581770145,0.4734956818824231,0.45377717977226156,0.39584479945253237,-0.5119138391082617
0.5493459701538086,1.0467369499952632,0.04947294697900817,0.47632009248801593,0.4396622580623798,0.40652218519881284,-0.5377511094535076
0.5833175182342529,1.0510164112645815,0.0371819415284681,0.47343598775207557,0.42287799540966053,0.404323293373958,-0.558398462128159
0.6178016662597656,1.0479937497942822,0.03290412290692979,0.46746011908353297,0.4128237989505757,0.39347307848182045,-0.5561886800823517
0.651608943939209,1.0563142561512135,0.018087675244225165,0.4689705460302286,0.3991505346186669,0.40193623152441815,-0.5695768543078934
0.6864027976989746,1.0458244463030564,0.008086753918097322,0.45850250352664845,0.39152091131309724,0.38507644591344875,-0.5713412715008055
0.7191267013549805,1.0332589717201437,-0.004464360974854142,0.4472271301652755,0.38222185195708397,0.3716832021632641,-0.5791511274952417
0.7557699680328369,1.012915730227189,-0.024983834189214016,0.4310419165771737,0.36795860382617546,0.35722258179167554,-0.5956275900226354
0.7892551422119141,0.9900949296843979,-0.05164419301828704,0.4154994632527504,0.35052156165650117,0.34390180122934577,-0.6138991682384566
0.8224077224731445,0.958820434446214,-0.0809723269685364,0.3933786746135873,0.3302973397405389,0.32019756486401646,-0.6331827301478876
0.8568017482757568,0.9181752565111757,-0.1220728078248462,0.36715355865000016,0.30502211912217914,0.29433615483908043,-0.6578984153842785
0.8917396068572998,0.877794809309658,-0.16185449963070891,0.34195220689186684,0.2820550865705684,0.2772189294996001,-0.6730614001332783
0.9262166023254395,0.8341222821074454,-0.20866169767607795,0.31844260357633847,0.25796656406909163,0.2595061893066165,-0.6934430783775805
0.9599661827087402,0.7888371118750896,-0.24768094335404617,0.29386903173222856,0.23917778595547015,0.2393985195586184,-0.7038351487444866
0.9938290119171143,0.7454584351048615,-0.28183663693697547,0.2712613044867914,0.22442361204547473,0.2226200779952286,-0.7106819638555426
1.027320146560669,0.6943992918748021,-0.3236955199252104,0.24420796784864607,0.20465186487629938,0.19688442624960856,-0.7315072485107439
1.0612492561340332,0.6436782056411599,-0.368137194344115,0.21971813016758857,0.18462351895773296,0.1789258120543824,-0.7490724177740355
1.0963959693908691,0.590137275336422,-0.41603135389513646,0.19167910328235227,0.15956083366316667,0.15552762886695992,-0.772162277142899
1.1312365531921387,0.5325621302384457,-0.46756675340754583,0.1624381678865614,0.1333962776525303,0.12990046916661108,-0.7951063552779207
1.1654503345489502,0.47358651108470373,-0.5175719342868526,0.13217695094373166,0.1090558700654245,0.1043803932644966,-0.8129503902230559
1.1983277797698975,0.4120064244381342,-0.5765815645758893,0.10440651650921984,0.08299168079310353,0.08336178914199396,-0.8359327594561855
1.234231948852539,0.3552757241014375,-0.6268141408827901,0.07775120381604501,0.06065901038653997,0.06594244001542424,-0.8491919430540878
1.268141269683838,0.2998029182371054,-0.6715834467562674,0.052642083000936785,0.042398872986388766,0.04561581377169083,-0.8603288845729924
1.3012664318084717,0.2431038540471187,-0.7211297065586977,0.02899743777055677,0.0229316714962022,0.02828000594790368,-0.8767505767682773
1.3363001346588135,0.1887897865832573,-0.7729300724761892,0.003928953370575088,-0.0013193973558753907,0.00739013094654415,-0.9011468836859322
1.370483160018921,0.1271475405314624,-0.8208721106044019,-0.025743597068153507,-0.023287032193307085,-0.0211557132850796,-0.917371271681911
1.4052989482879639,0.06947866111719825,-0.8708517775266553,-0.05286270688072787,-0.0463712703406766,-0.04010158435672513,-0.9346051222175724
1.4399032592773438,0.010336907332298445,-0.9255022951831855,-0.07679794344112646,-0.06845259149317517,-0.055836619438432114,-0.9524564490669817
1.4731004238128662,-0.04344285097380503,-0.974197007685659,-0.100052372249135,-0.0895870348253851,-0.07483968630372229,-0.9692989531563828
1.508880376815796,-0.09372037426852181,-1.0211327974822777,-0.12119602370010565,-0.10950948325229665,-0.08927810995320477,-0.9832854755923625
1.5411229133605957,-0.1460918959018277,-1.0681174187623563,-0.14213365737499198,-0.12811174152587698,-0.10611325241111087,-0.9973659727758434
1.575735330581665,-0.19292988005410572,-1.1134967862118508,-0.16179094471250663,-0.1481283430736564,-0.1205745028848156,-1.0142729345521433
1.6101346015930176,-0.24024172138723504,-1.1531799650690466,-0.1822690959107281,-0.16449311941394495,-0.137375741981287,-1.0243619876288128
1.64510178565979,-0.2872686566564863,-1.1949104966830948,-0.19951482126094255,-0.17934613984954886,-0.14848922955037158,-1.0338418342516829
1.6806371212005615,-0.3288763659761785,-1.233017879389441,-0.21645373100713367,-0.19482816169952055,-0.16070028865716174,-1.0468158299728074
1.7140486240386963,-0.3639521629198438,-1.2653672025979459,-0.2289332234201969,-0.20691270556690883,-0.16785364369989586,-1.0545049924964778
1.747387170791626,-0.40120289650114704,-1.2993097176546877,-0.24089889563576958,-0.21817121865239403,-0.17643839085638774,-1.0622843804972557
1.7827556133270264,-0.428868490406268,-1.3250862722871024,-0.2500935550031288,-0.22747801416014005,-0.18141886324146556,-1.067904521697606
1.8150036334991455,-0.4585107847433404,-1.3596388028496982,-0.26152890203728635,-0.24339964946488443,-0.19255099744583165,-1.0869834864884058
1.8492541313171387,-0.4853283994636548,-1.38658455446568,-0.2711683370029085,-0.254498204512464,-0.19939120220268464,-1.092870689233969
1.883936882019043,-0.5022712896318904,-1.4045008105844552,-0.2749758596489915,-0.25987005822873743,-0.19624400557450195,-1.0897252041221732
1.9186630249023438,-0.524498843328254,-1.4260361440383673,-0.27985633862171655,-0.26437008752631774,-0.2002937197444854,-1.0921613763872233
1.9544529914855957,-0.5334054750907127,-1.4307312072208256,-0.27890424991664375,-0.2606686394954248,-0.19536943476915586,-1.0824598081650798
1.9891245365142822,-0.5437275282393854,-1.4396944457728118,-0.278526212461665,-0.2601803687487828,-0.19434832445065386,-1.0835593123045348
2.024515390396118,-0.5496238314192714,-1.4456813594794014,-0.27736114559792907,-0.26045781526562733,-0.19376027497853282,-1.0864002439863953
2.0556282997131348,-0.546962487278957,-1.4435959083632866,-0.2716315126030017,-0.25683334876114766,-0.1842175400059018,-1.079366100119562
2.089695930480957,-0.5463985520613172,-1.4457791152170392,-0.2678830875815161,-0.25645525686652304,-0.18267319846816293,-1.0813664766089093
2.124096393585205,-0.544137804869378,-1.4482493955517106,-0.2638361412298223,-0.25639739093824104,-0.18061970843197506,-1.0831461271412741
2.1588616371154785,-0.5355740431616397,-1.4393637424003987,-0.25642655512877083,-0.24886200444340728,-0.1712353400329784,-1.0698470944740996
2.19346022605896,-0.5268922631762413,-1.4347332586011494,-0.2494276684455959,-0.2447246936417972,-0.16531661652770946,-1.0681828646902003
2.226850748062134,-0.5125399050240518,-1.4180872223872631,-0.23923452157694317,-0.23294523589796728,-0.1549566686255146,-1.0536082882334417
2.2607920169830322,-0.49343876847049795,-1.4012518233977667,-0.2270436175803927,-0.22189698810590144,-0.14267392601084194,-1.0434604037321715
2.2954025268554688,-0.4751983340274658,-1.383989306648095,-0.21508367346779034,-0.21066754461567896,-0.13328136852658762,-1.0354329673712048
2.3284664154052734,-0.44971561550393796,-1.3532646778915463,-0.19981967777939125,-0.19208076027905857,-0.1185668123052613,-1.0137738851405862
2.3635413646698,-0.4241108409009474,-1.329793018472722,-0.18527507089758752,-0.1785246252289715,-0.10736006597530405,-1.0065636543302199
2.3974382877349854,-0.3983324022207477,-1.305762612121911,-0.17233198769779182,-0.16659461635088874,-0.09875544421338718,-1.000197260289452
2.432044506072998,-0.36946471129026365,-1.2770751921445682,-0.15747481203057406,-0.15167801420662122,-0.08547537233250734,-0.9852383750681926
2.4658524990081787,-0.34381479905129,-1.254641287189267,-0.14506230211377888,-0.1412203575899861,-0.07709858419808756,-0.9801018868003912
2.5117321014404297,-0.3141261100043569,-1.2229067409858962,-0.1303189334401581,-0.12458533355481755,-0.06827724641804124,-0.9675494082928533
2.534459114074707,-0.2785111459734789,-1.192859771784329,-0.11419663083374904,-0.11160486506241057,-0.04388157633900057,-0.9507709902536448
2.5805797576904297,-0.24709490557204752,-1.1580945280509272,-0.09675043828296034,-0.09162771532987281,-0.029512038405116993,-0.9340097614984986
2.6068875789642334,-0.20421541229250761,-1.1169335695358755,-0.07726770022025524,-0.07235274958875335,-0.003831280968987452,-0.9095478788535941
2.639173746109009,-0.169453785695824,-1.0808033455184798,-0.05877960725453127,-0.05225623280431037,0.009952703064046189,-0.8942930867687363
2.6728267669677734,-0.13109786927641504,-1.0491047855812947,-0.04091309178749711,-0.03843745819762612,0.01935600694711592,-0.8926643369275378
2.7070748805999756,-0.09467741998455834,-1.015421440051988,-0.026441220764685556,-0.024114644458589227,0.0284378872648755,-0.8814945509321597
2.7409260272979736,-0.059438693797768796,-0.9780813480321866,-0.013942430632815661,-0.009328808707246426,0.03656930912344537,-0.8677012681251041
2.7762346267700195,-0.027287020434416935,-0.9429060744475455,-0.0003348915692401466,0.007384904722559197,0.04787102181686348,-0.8533752013856453
2.808351516723633,0.005669945997171882,-0.9095121052329661,0.014424577366978157,0.02277017924564796,0.061803165993940694,-0.8413673566364788
2.843719244003296,0.04055252986067559,-0.8749945211580138,0.030405724721155183,0.038489014098757456,0.07526243725700918,-0.8296022808670976
2.878108024597168,0.08237155523297283,-0.8401732927310899,0.049017704383660675,0.051608187240959155,0.09276221803020829,-0.821175473493966
2.913273572921753,0.11911739579759047,-0.8034290981016868,0.06574317557599317,0.06833497750812297,0.10510882127846058,-0.804643048091061
2.947411060333252,0.1533593059466768,-0.7711471562818867,0.08046420452326551,0.08238653245618892,0.11425003974509045,-0.7948146238760757
2.980778932571411,0.19032420215700632,-0.7388926592276779,0.09450933901761564,0.09416186239842661,0.1250631939061611,-0.7882403662329622
3.0161359310150146,0.22041285668770857,-0.7151503418487324,0.10727746517328277,0.10266884228129179,0.13331281457087535,-0.7852798440224099
3.04846453666687,0.24929841903759523,-0.6813956211789473,0.11942082417224634,0.11793216874859867,0.14352311280192792,-0.7659019997383976
3.0827736854553223,0.27819854952122486,-0.6551238975465303,0.13153799945497596,0.12882801809676617,0.15308784095152117,-0.759653770828199
3.1176352500915527,0.30671635760582044,-0.6325156617511443,0.14180275008255272,0.13563987177442932,0.15949310218709406,-0.7600990049218188
