Posisjone til Lasten i globale kordinater 
X,Y
-0.3504499554634094,-0.7725998821258546
-0.3504499554634094,-0.7725998821258546
-0.3539756715297699,-0.7499999465942384
-0.3508555591106415,-0.7699999275207521
-0.35297722220420835,-0.7564000549316408
-0.35297722220420835,-0.7564000549316408
-0.3565965831279755,-0.7331997814178468
-0.3556605398654938,-0.7391998233795167
-0.3589990556240082,-0.7177998485565187
-0.3519163966178894,-0.7631999912261964
-0.35147957801818847,-0.7659999790191652
-0.35335165858268736,-0.7539998950958253
-0.3492331087589264,-0.7803999843597413
-0.35313324332237245,-0.7553998889923097
-0.35410048961639407,-0.7491998138427736
-0.3549117028713226,-0.7439999046325685
-0.3586870193481445,-0.7197999420166017
-0.35247803330421446,-0.7595998706817628
-0.3587177455425262,-0.7195999088287355
-0.35503652691841125,-0.7431997718811036
-0.3563469648361206,-0.7347998085021974
-0.3562845468521118,-0.7351998748779298
-0.34817227721214294,-0.787199920654297
-0.3580006003379822,-0.724199956893921
-0.35815659165382385,-0.7232000293731691
-0.3534452378749847,-0.7534000339508058
-0.3553797245025635,-0.7409998836517335
-0.3562845468521118,-0.7351998748779298
-0.3530786395072937,-0.7557498874664308
-0.35597253441810606,-0.7371999683380128
-0.3505435407161713,-0.7720000209808351
-0.35715818405151367,-0.7295998992919923
-0.353538852930069,-0.7527999343872072
-0.3592174530029297,-0.7163998546600343
-0.3551925241947174,-0.7421998443603517
-0.35369484424591063,-0.7518000068664552
-0.3569085717201233,-0.7311999263763429
-0.3587806403636932,-0.7191998424530031
-0.3511987626552582,-0.767800039291382
-0.3551301062107086,-0.7425999107360841
-0.3551301062107086,-0.7425999107360841
-0.35718938112258913,-0.7293998661041261
-0.35197880268096926,-0.762799924850464
-0.3587806403636932,-0.7191998424530031
-0.3587806403636932,-0.7191998424530031
-0.353757256269455,-0.7513999404907228
-0.3502627670764923,-0.7737998428344728
-0.3576886057853699,-0.7261998119354249
-0.3565341651439667,-0.7335998477935792
-0.35612852573394777,-0.7362000408172609
-0.35619093775749205,-0.7357999744415284
-0.3547557175159454,-0.7449998321533204
-0.34932672381401064,-0.7797998847961427
-0.35469329357147217,-0.7453998985290529
-0.35743899941444396,-0.7277998390197755
-0.3539756715297699,-0.7499999465942384
-0.3577509820461273,-0.7257999839782716
-0.3550989031791687,-0.7427999439239503
-0.3539132595062256,-0.7504000129699708
-0.35048116445541383,-0.7723998489379884
-0.35447489023208617,-0.7467998924255372
